,sentiment,content
37983,8,have tickets worth about kd about derham for ta yeem my car window
37984,7,right into action grab shower grab my camera and think walk in the sunshine along the canal later good tweeple
37985,11,look the rosemary in my back garden in camerabag lolo mode
37986,5,oh yeah point taken
37987,8,yes hindustan rocks dude dunia mein asay koi fusion nehi milegi
37988,6,hate snoring remind me if my future husband ever snores we re getting divorce
37989,7,happy mother day mommy hope you will have good day
37990,8,date like man so you dont get played like bitch
37991,8,gather you guys continued the drinking after left
37992,8,he calls me bella
37993,10,quaver sandwiches and tea
37994,7,there are wonderful people in my life who think can handle only in small doses there is just cud be with every hour everyday
37995,11,thank you how your daughter and by the way how did you get followers
37996,9,thank you appreciate that
37997,9,is at my grandma place with my mum celebrating mothers day in generations the th will come
37998,7,sunny day going down to stonehenge with my parents
37999,7,awekay kewl thanx
38000,5,nice one
38001,8,ton ipod est mort dur prends un iphone
38002,7,he mess but ilove him
38003,9,yucky we had our last soccer game of the season today tryouts start friday
38004,7,that sounds delicious
38005,8,have nice sunday xx
38006,12,took picture of me looking at my bottle of antibacterial wicked
38007,7,man just made fat ass buger mmmmmmmmm taste so fuckin delicious love food eat my feelings lol
38008,9,season of the wire done kinda weak compared to the first season but expected that still good though season here come
38009,12,well there you another twiiter person erm difficult to say really let just say that you could fit all into minibus
38010,4,that what did with my other friends dati could totally do that lian eina gelli you zero francis we ll fit
38011,8,goodnight
38012,6,hahah lucky have to wait days poop lol where abouts in the gold coast are you if dnt mind me asking
38013,8,nice sunny day
38014,11,you finally watched he just not that into you arizzard justin long is sexy is not he told ya
38015,10,hehe it an option if the advertising world was not such mess so might in future we re on same time yes get
38016,5,good morning
38017,12,yes and then they should in non test conditions
38018,7,awesomeness
38019,8,made some good money for hrs worth of work not bad needed that tonight good stuff after the murphys law week had the other wk
38020,8,report your findings to me
38021,9,it so awesome to know that there are people who think have what it takes to make it in nashville and who offer to help if want it
38022,7,have nice time with plenty of dreams
38023,8,there will be session of momotlv at iva
38024,12,currently into emarosa their new album is the shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit haha
38025,7,the episode was amazing cried when saw the home videos they were soooooo cute
38026,8,new picture bored
38027,9,not at work today have my car back she is perfect going random shopping later
38028,5,have vampire knight music feel very special
38029,12,brian that followers count them and weep and they all know who is the buzz champion by now
38030,12,we all have our moments of intense genius and power and well at times sheer insanity need sanity check
38031,5,whens your little gingg getting twitter from
38032,3,mean vip this time coz of the kbs thingy haha
38033,8,good morning
38034,8,thank you
38035,4,going to get waterguns from tesco today haha its sunny
38036,5,lady in the water is pure bs but remember enjoying his other films
38037,7,love broughty ferry
38038,3,is having bbq today
38039,9,and the sun is shinning at last
38040,7,oh thank you so much for the flowers mr akins your mamacita loves yoooou papa kevin is the best muuaah
38041,8,all ready for costume making but there no one here
38042,4,bumping dj opus in the drunk in the car lmao do not act like do not know
38043,12,good morning everybody and happy mothers day
38044,5,doing some diy dying mg clothes black again save some money
38045,7,joel mchale just made puyallup fair reference on the soup love this stuff snuggled in bed with my best girls
38046,12,well you scared me saying there may be rustling in the trees happy sunday to you sir
38047,3,she smarter and classier she perfect for him and im not
38048,8,going to start very small like or then slowly to higher stakes
38049,9,tidied hoovered the whole flat and all am today now we re heading out german bakery breakfast followed by walk in the park
38050,5,got my grubby paws on live recording of paramore you have to hear its better than chocolate
38051,12,thanks become my friend twitter selalu ada ruang untuk sahabat
38052,5,guten morgen good morning
38053,5,somebody smuggle me to sydney ll be your slave for eternity
38054,5,had fun nite was pleasantly surprised
38055,3,mcfly evolution for the th time round
38056,8,music update before leaving check out the songs photograph by air disco friends by just jack stand up by the prodigy and enjoy
38057,12,just got in from michaels and had some shreddies im well tired it was fun though ryan wright stoned lol
38058,9,just woke up feelin lil better
38059,8,just woke up to go to the bathroom had the weirdest dream before woke up back to sleep night morning wateva
38060,5,still at the mothers day lunch at my uncles house having nice time
38061,5,love family guy hours of work to go
38062,11,hello twitters
38063,11,bit excited are bradie lol
38064,11,why did ate maita give you message curious xd btw nice polaroid shot from polaroid net xd
38065,5,happy mother day
38066,9,have you ever met guy thatv was everything you want and need but you never really went for it him nite daddy
38067,8,varnishing my nails baby blue now
38068,7,lmao you witty wacko loves it
38069,10,heard you slutted it up totally jealz missed it maybe next time
38070,8,bgt tourrr thh junee nd rowww george sampsonn
38071,8,starting an account here on twitter
38072,8,its the wine
38073,8,te gustar
38074,7,lol yeah ima mama thanks happy mama day and lakers day love it
38075,7,wishes happy mother day to all mothers
38076,11,cool glad you had good time
38077,8,wrong your the earlybird so you suck
38078,12,yes super lakas ng ulan buti nalang have red bandana body ko lang ang wet look hahah
